Record	GBK	Record_Type	Record_Number	CC	Family	contig	region_number	accession
NZ_MKVB01000002.1.region002.gbk_region_2	NZ_MKVB01000002.1.region002	region	2	2384	FAM_00154	NZ_MKVB01000002.1	2	GCF_001899085.1
NZ_JAFKHA010000012.1.region002.gbk_region_2	NZ_JAFKHA010000012.1.region002	region	2	2384	FAM_00154	NZ_JAFKHA010000012.1	2	GCF_017307535.1
NZ_LMQU01000011.1.region002.gbk_region_2	NZ_LMQU01000011.1.region002	region	2	2480	FAM_00155	NZ_LMQU01000011.1	2	GCF_001425445.1
NZ_LMLO01000012.1.region002.gbk_region_2	NZ_LMLO01000012.1.region002	region	2	2480	FAM_00155	NZ_LMLO01000012.1	2	GCF_001421945.1
NZ_JAIMBX010000003.1.region001.gbk_region_1	NZ_JAIMBX010000003.1.region001	region	1	2480	FAM_00155	NZ_JAIMBX010000003.1	1	GCF_032907385.1
NZ_JAFKHA010000010.1.region001.gbk_region_1	NZ_JAFKHA010000010.1.region001	region	1	2508	FAM_00156	NZ_JAFKHA010000010.1	1	GCF_017307535.1
NZ_MKVB01000003.1.region001.gbk_region_1	NZ_MKVB01000003.1.region001	region	1	2508	FAM_00156	NZ_MKVB01000003.1	1	GCF_001899085.1
NZ_JBTSEP010000009.1.region001.gbk_region_1	NZ_JBTSEP010000009.1.region001	region	1	2827	FAM_00157	NZ_JBTSEP010000009.1	1	GCF_054605195.1
NZ_JBVKGV010000020.1.region001.gbk_region_1	NZ_JBVKGV010000020.1.region001	region	1	2827	FAM_00157	NZ_JBVKGV010000020.1	1	GCF_055633315.1
NZ_CP012945.1.region003.gbk_region_3	NZ_CP012945.1.region003	region	3	2961	FAM_00158	NZ_CP012945.1	3	GCF_001402915.1
NZ_CAXUPH020000001.1.region001.gbk_region_1	NZ_CAXUPH020000001.1.region001	region	1	2961	FAM_00158	NZ_CAXUPH020000001.1	1	GCF_964252795.1
NZ_LMEA01000012.1.region001.gbk_region_1	NZ_LMEA01000012.1.region001	region	1	2961	FAM_00158	NZ_LMEA01000012.1	1	GCF_001425235.1
NZ_JBXAPX010000002.1.region001.gbk_region_1	NZ_JBXAPX010000002.1.region001	region	1	2961	FAM_00158	NZ_JBXAPX010000002.1	1	GCF_058806655.1
NZ_MKVB01000006.1.region001.gbk_region_1	NZ_MKVB01000006.1.region001	region	1	2961	FAM_00158	NZ_MKVB01000006.1	1	GCF_001899085.1
NZ_LMCR01000021.1.region001.gbk_region_1	NZ_LMCR01000021.1.region001	region	1	2961	FAM_00158	NZ_LMCR01000021.1	1	GCF_001424865.1
NZ_JAFKHA010000008.1.region001.gbk_region_1	NZ_JAFKHA010000008.1.region001	region	1	2961	FAM_00158	NZ_JAFKHA010000008.1	1	GCF_017307535.1
NZ_JBHLYO010000020.1.region001.gbk_region_1	NZ_JBHLYO010000020.1.region001	region	1	3175	FAM_00159	NZ_JBHLYO010000020.1	1	GCF_042431865.1
NZ_BSNS01000020.1.region001.gbk_region_1	NZ_BSNS01000020.1.region001	region	1	3175	FAM_00159	NZ_BSNS01000020.1	1	GCF_030160115.1
NZ_JBHLYO010000004.1.region001.gbk_region_1	NZ_JBHLYO010000004.1.region001	region	1	3270	FAM_00160	NZ_JBHLYO010000004.1	1	GCF_042431865.1
NZ_BSNS01000007.1.region001.gbk_region_1	NZ_BSNS01000007.1.region001	region	1	3270	FAM_00160	NZ_BSNS01000007.1	1	GCF_030160115.1
NZ_JAENGO010000005.1.region002.gbk_region_2	NZ_JAENGO010000005.1.region002	region	2	3547	FAM_00161	NZ_JAENGO010000005.1	2	GCF_016595685.1
NZ_JABBDZ010000002.1.region001.gbk_region_1	NZ_JABBDZ010000002.1.region001	region	1	3547	FAM_00161	NZ_JABBDZ010000002.1	1	GCF_012847305.1
NZ_CP059902.1.region001.gbk_region_1	NZ_CP059902.1.region001	region	1	3547	FAM_00161	NZ_CP059902.1	1	GCF_014127105.1
NZ_JAEMEB010000005.1.region001.gbk_region_1	NZ_JAEMEB010000005.1.region001	region	1	3547	FAM_00161	NZ_JAEMEB010000005.1	1	GCF_016457235.1
NZ_JAEMNZ010000003.1.region001.gbk_region_1	NZ_JAEMNZ010000003.1.region001	region	1	3547	FAM_00161	NZ_JAEMNZ010000003.1	1	GCF_016461625.1
NZ_JBXAPX010000006.1.region002.gbk_region_2	NZ_JBXAPX010000006.1.region002	region	2	4101	FAM_00162	NZ_JBXAPX010000006.1	2	GCF_058806655.1
NZ_CAXUPH020000005.1.region002.gbk_region_2	NZ_CAXUPH020000005.1.region002	region	2	4101	FAM_00162	NZ_CAXUPH020000005.1	2	GCF_964252795.1
NZ_LMEA01000010.1.region002.gbk_region_2	NZ_LMEA01000010.1.region002	region	2	4101	FAM_00162	NZ_LMEA01000010.1	2	GCF_001425235.1
NZ_LMCR01000017.1.region002.gbk_region_2	NZ_LMCR01000017.1.region002	region	2	4101	FAM_00162	NZ_LMCR01000017.1	2	GCF_001424865.1
NZ_JBXAPX010000004.1.region001.gbk_region_1	NZ_JBXAPX010000004.1.region001	region	1	5582	FAM_00163	NZ_JBXAPX010000004.1	1	GCF_058806655.1
NZ_CP012945.1.region005.gbk_region_5	NZ_CP012945.1.region005	region	5	5582	FAM_00163	NZ_CP012945.1	5	GCF_001402915.1
NZ_LMEA01000011.1.region001.gbk_region_1	NZ_LMEA01000011.1.region001	region	1	5582	FAM_00163	NZ_LMEA01000011.1	1	GCF_001425235.1
NZ_LMCR01000016.1.region001.gbk_region_1	NZ_LMCR01000016.1.region001	region	1	5582	FAM_00163	NZ_LMCR01000016.1	1	GCF_001424865.1
NZ_CAXUPH020000003.1.region001.gbk_region_1	NZ_CAXUPH020000003.1.region001	region	1	5582	FAM_00163	NZ_CAXUPH020000003.1	1	GCF_964252795.1
NZ_JBDGIY010000001.1.region003.gbk_region_3	NZ_JBDGIY010000001.1.region003	region	3	5957	FAM_00164	NZ_JBDGIY010000001.1	3	GCF_057657195.1
NZ_PYVW01000001.1.region001.gbk_region_1	NZ_PYVW01000001.1.region001	region	1	5957	FAM_00164	NZ_PYVW01000001.1	1	GCF_003056355.1
NZ_JAFKHA010000009.1.region002.gbk_region_2	NZ_JAFKHA010000009.1.region002	region	2	7418	FAM_00165	NZ_JAFKHA010000009.1	2	GCF_017307535.1
NZ_MKVB01000001.1.region002.gbk_region_2	NZ_MKVB01000001.1.region002	region	2	7418	FAM_00165	NZ_MKVB01000001.1	2	GCF_001899085.1
NZ_BSNS01000011.1.region001.gbk_region_1	NZ_BSNS01000011.1.region001	region	1	7585	FAM_00166	NZ_BSNS01000011.1	1	GCF_030160115.1
NZ_JBHLYO010000010.1.region001.gbk_region_1	NZ_JBHLYO010000010.1.region001	region	1	7585	FAM_00166	NZ_JBHLYO010000010.1	1	GCF_042431865.1
NZ_OZ245853.1.region004.gbk_region_4	NZ_OZ245853.1.region004	region	4	599	FAM_00167	NZ_OZ245853.1	4	GCF_965229025.1
NZ_CM147875.1.region002.gbk_region_2	NZ_CM147875.1.region002	region	2	740	FAM_00168	NZ_CM147875.1	2	GCF_055808595.1
NZ_MKUZ01000030.1.region001.gbk_region_1	NZ_MKUZ01000030.1.region001	region	1	764	FAM_00169	NZ_MKUZ01000030.1	1	GCF_001899065.1
NZ_CP045422.1.region002.gbk_region_2	NZ_CP045422.1.region002	region	2	1079	FAM_00170	NZ_CP045422.1	2	GCF_014926585.1
NZ_CM147875.1.region001.gbk_region_1	NZ_CM147875.1.region001	region	1	1700	FAM_00171	NZ_CM147875.1	1	GCF_055808595.1
NZ_BMZE01000001.1.region002.gbk_region_2	NZ_BMZE01000001.1.region002	region	2	1747	FAM_00172	NZ_BMZE01000001.1	2	GCF_014652635.1
NZ_CP012945.1.region001.gbk_region_1	NZ_CP012945.1.region001	region	1	1760	FAM_00173	NZ_CP012945.1	1	GCF_001402915.1
NZ_JABBDZ010000019.1.region001.gbk_region_1	NZ_JABBDZ010000019.1.region001	region	1	2159	FAM_00174	NZ_JABBDZ010000019.1	1	GCF_012847305.1
NZ_OZ245853.1.region001.gbk_region_1	NZ_OZ245853.1.region001	region	1	2463	FAM_00175	NZ_OZ245853.1	1	GCF_965229025.1
NZ_JADGNE010000033.1.region001.gbk_region_1	NZ_JADGNE010000033.1.region001	region	1	2771	FAM_00176	NZ_JADGNE010000033.1	1	GCF_015234425.1
NZ_JBTMWU010000001.1.region001.gbk_region_1	NZ_JBTMWU010000001.1.region001	region	1	3155	FAM_00177	NZ_JBTMWU010000001.1	1	GCF_054489375.1
NZ_CP092483.1.region001.gbk_region_1	NZ_CP092483.1.region001	region	1	3184	FAM_00178	NZ_CP092483.1	1	GCF_022429625.1
NZ_JAFKHE010000031.1.region001.gbk_region_1	NZ_JAFKHE010000031.1.region001	region	1	3323	FAM_00179	NZ_JAFKHE010000031.1	1	GCF_017307495.1
NZ_JBXAPX010000005.1.region001.gbk_region_1	NZ_JBXAPX010000005.1.region001	region	1	3417	FAM_00180	NZ_JBXAPX010000005.1	1	GCF_058806655.1
NZ_JBLXGA010000019.1.region001.gbk_region_1	NZ_JBLXGA010000019.1.region001	region	1	3421	FAM_00181	NZ_JBLXGA010000019.1	1	GCF_048261455.1
NZ_FXWK01000002.1.region001.gbk_region_1	NZ_FXWK01000002.1.region001	region	1	3997	FAM_00182	NZ_FXWK01000002.1	1	GCF_900177655.1
NZ_CP170082.1.region004.gbk_region_4	NZ_CP170082.1.region004	region	4	4476	FAM_00183	NZ_CP170082.1	4	GCF_042181575.1
NZ_CP186479.1.region003.gbk_region_3	NZ_CP186479.1.region003	region	3	4799	FAM_00184	NZ_CP186479.1	3	GCF_049354815.1
NZ_AP027921.1.region002.gbk_region_2	NZ_AP027921.1.region002	region	2	5064	FAM_00185	NZ_AP027921.1	2	GCF_055397495.1
NZ_CM147875.1.region003.gbk_region_3	NZ_CM147875.1.region003	region	3	6048	FAM_00186	NZ_CM147875.1	3	GCF_055808595.1
NZ_JBDGIY010000001.1.region002.gbk_region_2	NZ_JBDGIY010000001.1.region002	region	2	6398	FAM_00187	NZ_JBDGIY010000001.1	2	GCF_057657195.1
NZ_JABBDZ010000004.1.region001.gbk_region_1	NZ_JABBDZ010000004.1.region001	region	1	6982	FAM_00188	NZ_JABBDZ010000004.1	1	GCF_012847305.1
NZ_STGC01000005.1.region001.gbk_region_1	NZ_STGC01000005.1.region001	region	1	8482	FAM_00189	NZ_STGC01000005.1	1	GCF_005222805.1
NZ_STGC01000005.1.region005.gbk_region_5	NZ_STGC01000005.1.region005	region	5	8579	FAM_00190	NZ_STGC01000005.1	5	GCF_005222805.1
NZ_CP063401.1.region006.gbk_region_6	NZ_CP063401.1.region006	region	6	8587	FAM_00191	NZ_CP063401.1	6	GCF_021729885.1
NZ_WQRF01000001.1.region001.gbk_region_1	NZ_WQRF01000001.1.region001	region	1	9081	FAM_00192	NZ_WQRF01000001.1	1	GCF_009758415.1
NZ_CP186479.1.region002.gbk_region_2	NZ_CP186479.1.region002	region	2	9291	FAM_00193	NZ_CP186479.1	2	GCF_049354815.1
NZ_JAQRMY010000003.1.region001.gbk_region_1	NZ_JAQRMY010000003.1.region001	region	1	9873	FAM_00194	NZ_JAQRMY010000003.1	1	GCF_028613635.1
NZ_LAJG01000014.1.region003.gbk_region_3	NZ_LAJG01000014.1.region003	region	3	10531	FAM_00195	NZ_LAJG01000014.1	3	GCF_000970455.1
NZ_JBDGIY010000001.1.region005.gbk_region_5	NZ_JBDGIY010000001.1.region005	region	5	11204	FAM_00196	NZ_JBDGIY010000001.1	5	GCF_057657195.1
NZ_JBLXGA010000003.1.region001.gbk_region_1	NZ_JBLXGA010000003.1.region001	region	1	11463	FAM_00197	NZ_JBLXGA010000003.1	1	GCF_048261455.1
NZ_JAFKHE010000027.1.region001.gbk_region_1	NZ_JAFKHE010000027.1.region001	region	1	11662	FAM_00198	NZ_JAFKHE010000027.1	1	GCF_017307495.1
NZ_CP063401.1.region003.gbk_region_3	NZ_CP063401.1.region003	region	3	11788	FAM_00199	NZ_CP063401.1	3	GCF_021729885.1
NZ_JBDGIY010000001.1.region001.gbk_region_1	NZ_JBDGIY010000001.1.region001	region	1	11829	FAM_00200	NZ_JBDGIY010000001.1	1	GCF_057657195.1
