Record	GBK	Record_Type	Record_Number	CC	Family	bgc_class	genome	Class	Category	Description	Taxonomy	GCF_ID	cutoff
NZ_CP068046.1.region003.gbk_region_3	NZ_CP068046.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP068046.1 Devosia rhizoryzae strain LEGU1 chromosome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBYUNQ010000004.1.region001.gbk_region_1	NZ_JBYUNQ010000004.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBYUNQ010000004.1 Devosia sp. Z11_6 NODE_4_length_480685_cov_153.006625, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_PYVZ01000006.1.region001.gbk_region_1	NZ_PYVZ01000006.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_PYVZ01000006.1 Devosia indica strain IO390501 scaffold6, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LMHK01000001.1.region002.gbk_region_2	NZ_LMHK01000001.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LMHK01000001.1 Devosia sp. Root685 contig_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_FOMB01000002.1.region001.gbk_region_1	NZ_FOMB01000002.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_FOMB01000002.1 Devosia psychrophila strain CGMCC 1.10210, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBTSEP010000011.1.region001.gbk_region_1	NZ_JBTSEP010000011.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBTSEP010000011.1 MAG: Devosia sp. isolate ML34-012-05 ML34_012_NODE_106_length_90423_cov_7.643329, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_MKUY01000003.1.region001.gbk_region_1	NZ_MKUY01000003.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_MKUY01000003.1 MAG: Devosia sp. 63-57 SCNpilot_expt_1000_bf_scaffold_28, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_WQRF01000001.1.region003.gbk_region_3	NZ_WQRF01000001.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_WQRF01000001.1 Devosia marina strain L53-10-65 NODE_1_length_1615214_cov_52.474690, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JADGNE010000014.1.region001.gbk_region_1	NZ_JADGNE010000014.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JADGNE010000014.1 MAG: Devosia sp. isolate N26CT NODE_145_length_49886_cov_19.140435, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBNMEO010000091.1.region001.gbk_region_1	NZ_JBNMEO010000091.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBNMEO010000091.1 MAG: Devosia sp. isolate 3300055174_60 Ga0535679_0004118, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBHLYO010000015.1.region001.gbk_region_1	NZ_JBHLYO010000015.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBHLYO010000015.1 Devosia nitrariae strain NBRC 112416 platanus_K_default_15, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_STGC01000005.1.region003.gbk_region_3	NZ_STGC01000005.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_STGC01000005.1 Devosia sp. FKR38 NODE_14_length_2742056_cov_203.257278, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBDGIY010000001.1.region004.gbk_region_4	NZ_JBDGIY010000001.1.region004	region	4	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBDGIY010000001.1 Devosia sp. Soil_C_22 NODE_1_length_3502528_cov_134.771868, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LMEM01000001.1.region001.gbk_region_1	NZ_LMEM01000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LMEM01000001.1 Devosia sp. Root436 contig_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LMGZ01000021.1.region001.gbk_region_1	NZ_LMGZ01000021.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LMGZ01000021.1 Devosia sp. Root635 contig_6, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP075529.1.region001.gbk_region_1	NZ_CP075529.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP075529.1 MAG: Devosia sp. isolate TGS_PRO11 chromosome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAQGJV010000003.1.region001.gbk_region_1	NZ_JAQGJV010000003.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAQGJV010000003.1 MAG: Devosia sp. isolate RYN_494 scaffold_5290636, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP092483.1.region003.gbk_region_3	NZ_CP092483.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP092483.1 Devosia lacusdianchii strain JXJ CY 41 chromosome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP127251.1.region001.gbk_region_1	NZ_CP127251.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP127251.1 Devosia sp. YIM 151766 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP026747.1.region005.gbk_region_5	NZ_CP026747.1.region005	region	5	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP026747.1 Devosia sp. I507 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBXAPX010000004.1.region002.gbk_region_2	NZ_JBXAPX010000004.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBXAPX010000004.1 Devosia sp. GW821-FHT12F11 NODE_4_length_517482_cov_53.795218, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CM147870.1.region004.gbk_region_4	NZ_CM147870.1.region004	region	4	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CM147870.1 Devosia sp. J2-20 chromosome, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBTMWU010000011.1.region001.gbk_region_1	NZ_JBTMWU010000011.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBTMWU010000011.1 Devosia sp. A449 Scaffold11, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP104002.1.region002.gbk_region_2	NZ_CP104002.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP104002.1 Devosia sp. SD17-2 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_PYVW01000009.1.region001.gbk_region_1	NZ_PYVW01000009.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_PYVW01000009.1 Devosia naphthalenivorans strain CM5-1 scaffold9, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP063401.1.region001.gbk_region_1	NZ_CP063401.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP063401.1 Devosia sp. SL43 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAGXTP010000001.1.region003.gbk_region_3	NZ_JAGXTP010000001.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAGXTP010000001.1 Devosia litorisediminis strain BSSL-BM10 1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBJDRE010000009.1.region001.gbk_region_1	NZ_JBJDRE010000009.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBJDRE010000009.1 Devosia sp. ZW T5_3 ZW_T5_3_contig_009, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBFUFI010000016.1.region001.gbk_region_1	NZ_JBFUFI010000016.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBFUFI010000016.1 Devosia sp. P2_G7 scaffold_15, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JQGC01000010.1.region001.gbk_region_1	NZ_JQGC01000010.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JQGC01000010.1 Devosia riboflavina strain IFO13584 contig10, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LMLO01000018.1.region001.gbk_region_1	NZ_LMLO01000018.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LMLO01000018.1 Devosia sp. Leaf64 contig_3, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP068047.1.region003.gbk_region_3	NZ_CP068047.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP068047.1 Devosia oryziradicis strain G19 chromosome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBFUGO010000010.1.region001.gbk_region_1	NZ_JBFUGO010000010.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBFUGO010000010.1 Devosia sp. P3_B2 scaffold_9, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBVKGV010000086.1.region001.gbk_region_1	NZ_JBVKGV010000086.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBVKGV010000086.1 MAG: Devosia sp. isolate ML34-006-05 ML34_006_NODE_5324_length_6402_cov_2.585179, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_MKVB01000001.1.region001.gbk_region_1	NZ_MKVB01000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_MKVB01000001.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_127, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAFKHE010000017.1.region001.gbk_region_1	NZ_JAFKHE010000017.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAFKHE010000017.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_P_66_71 SCN18_30_10_14_R3_P_scaffold_84, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JACIEW010000001.1.region001.gbk_region_1	NZ_JACIEW010000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JACIEW010000001.1 Devosia subaequoris strain DSM 23447 Ga0373328_01, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP118245.1.region005.gbk_region_5	NZ_CP118245.1.region005	region	5	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP118245.1 Devosia sp. J2-20 chromosome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LVVY01000070.1.region001.gbk_region_1	NZ_LVVY01000070.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LVVY01000070.1 Devosia elaeis strain S37 DIN_R1_(paired)_trimmed_(paired)_contig_25, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JCACVZ010000001.1.region003.gbk_region_3	NZ_JCACVZ010000001.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JCACVZ010000001.1 MAG: Devosia sp. isolate TerP_2 Oxa_002_000000000117, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBLXGA010000004.1.region001.gbk_region_1	NZ_JBLXGA010000004.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBLXGA010000004.1 MAG: Devosia sp. isolate ET04-05 T04maxbin_out.008RE.5K@4, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP034767.1.region002.gbk_region_2	NZ_CP034767.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP034767.1 Devosia sp. 1566 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAFKHA010000009.1.region001.gbk_region_1	NZ_JAFKHA010000009.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAFKHA010000009.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_4, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_FOFL01000007.1.region001.gbk_region_1	NZ_FOFL01000007.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_FOFL01000007.1 Devosia sp. YR412, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAFKHC010000003.1.region002.gbk_region_2	NZ_JAFKHC010000003.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAFKHC010000003.1 MAG: Devosia sp. isolate SCN18_26_2_15_R2_B_67_34 SCN18_26_2_15_R2_B_scaffold_2, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_MKUZ01000008.1.region001.gbk_region_1	NZ_MKUZ01000008.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_MKUZ01000008.1 MAG: Devosia sp. 66-22 SCNpilot_expt_1000_bf_scaffold_164, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LMEA01000011.1.region002.gbk_region_2	NZ_LMEA01000011.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LMEA01000011.1 Devosia sp. Root413D1 contig_6, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAQGJM010000021.1.region001.gbk_region_1	NZ_JAQGJM010000021.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAQGJM010000021.1 MAG: Devosia sp. isolate RYN_485 scaffold_4357168, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBHUNP010000001.1.region003.gbk_region_3	NZ_JBHUNP010000001.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBHUNP010000001.1 Devosia albogilva strain CCM 7427 tig00000001, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAMWDU010000001.1.region001.gbk_region_1	NZ_JAMWDU010000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAMWDU010000001.1 Devosia ureilytica strain XJ19-45 Scaffold1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LANJ01000011.1.region001.gbk_region_1	NZ_LANJ01000011.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LANJ01000011.1 Devosia epidermidihirudinis strain E84 contig11, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAEMNZ010000001.1.region001.gbk_region_1	NZ_JAEMNZ010000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAEMNZ010000001.1 Devosia sp. MC532 Scaffold1_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBKJHF010000001.1.region002.gbk_region_2	NZ_JBKJHF010000001.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBKJHF010000001.1 Devosia sp. XGJD_8 1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP104965.1.region004.gbk_region_4	NZ_CP104965.1.region004	region	4	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP104965.1 Devosia neptuniae strain A18/4-1 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JNNO01000008.1.region001.gbk_region_1	NZ_JNNO01000008.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JNNO01000008.1 Devosia sp. LC5 contig16, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAQRMY010000004.1.region001.gbk_region_1	NZ_JAQRMY010000004.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAQRMY010000004.1 Devosia sp. ZB163 scaffold_3, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_OZ245853.1.region003.gbk_region_3	NZ_OZ245853.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_OZ245853.1 MAG: Devosia sp. isolate 3d186a37-0bcd-4ac1-b259-f5c9590ee027 chromosome 1	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LMCR01000015.1.region001.gbk_region_1	NZ_LMCR01000015.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LMCR01000015.1 Devosia sp. Root105 contig_3, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CDRNJH010000001.1.region004.gbk_region_4	NZ_CDRNJH010000001.1.region004	region	4	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CDRNJH010000001.1 Devosia riboflavina isolate Ri144 gnlProkkaBTCC_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JACDXV010000001.1.region001.gbk_region_1	NZ_JACDXV010000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JACDXV010000001.1 Devosia faecipullorum strain CC-YST696 contig01, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP104007.1.region003.gbk_region_3	NZ_CP104007.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP104007.1 Devosia sp. FJ2-5-3 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_PYWB01000014.1.region001.gbk_region_1	NZ_PYWB01000014.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_PYWB01000014.1 Devosia submarina strain JCM 18935 scaffold14, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP126539.1.region002.gbk_region_2	NZ_CP126539.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP126539.1 Devosia rhizosphaerae strain RR2S18 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LAJG01000014.1.region001.gbk_region_1	NZ_LAJG01000014.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LAJG01000014.1 Devosia soli strain GH2-10 NODE_14, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JABBDZ010000001.1.region001.gbk_region_1	NZ_JABBDZ010000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JABBDZ010000001.1 Devosia sp. MC1541 Scaffold1_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_FXWK01000001.1.region002.gbk_region_2	NZ_FXWK01000001.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_FXWK01000001.1 Devosia lucknowensis strain L15, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_BSNG01000001.1.region003.gbk_region_3	NZ_BSNG01000001.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_BSNG01000001.1 Devosia yakushimensis strain NBRC 103855 sequence01, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CAXUPK020000005.1.region002.gbk_region_2	NZ_CAXUPK020000005.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CAXUPK020000005.1 Devosia sp. LjRoot3 LJR003c5, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBFUCQ010000002.1.region001.gbk_region_1	NZ_JBFUCQ010000002.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBFUCQ010000002.1 Devosia sp. P1_H9 scaffold_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_FQVC01000002.1.region001.gbk_region_1	NZ_FQVC01000002.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_FQVC01000002.1 Devosia limi DSM 17137, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP042304.1.region002.gbk_region_2	NZ_CP042304.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP042304.1 Devosia ginsengisoli strain Gsoil 520 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBEPOL010000001.1.region001.gbk_region_1	NZ_JBEPOL010000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBEPOL010000001.1 Devosia sp. UYZn731 Ga0493902_01, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP045422.1.region007.gbk_region_7	NZ_CP045422.1.region007	region	7	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP045422.1 Devosia beringensis strain S02 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP146608.1.region004.gbk_region_4	NZ_CP146608.1.region004	region	4	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP146608.1 Devosia sp. XK-2 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAMZCU010000001.1.region001.gbk_region_1	NZ_JAMZCU010000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAMZCU010000001.1 Devosia ureilytica strain XJ19-1 Scaffold1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAEKMH010000002.1.region001.gbk_region_1	NZ_JAEKMH010000002.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAEKMH010000002.1 Devosia sediminis strain MSA67 NODE_2_length_1186958_cov_155.069235, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP080590.1.region004.gbk_region_4	NZ_CP080590.1.region004	region	4	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP080590.1 Devosia salina strain SCS-3 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LMQU01000003.1.region001.gbk_region_1	NZ_LMQU01000003.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LMQU01000003.1 Devosia sp. Leaf420 contig_11, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_LAJF01000089.1.region001.gbk_region_1	NZ_LAJF01000089.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_LAJF01000089.1 Devosia limi DSM 17137 NODE_89, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAENGO010000007.1.region001.gbk_region_1	NZ_JAENGO010000007.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAENGO010000007.1 Devosia sp. WQ 349K1 Scaffold6_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_BMZE01000001.1.region001.gbk_region_1	NZ_BMZE01000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_BMZE01000001.1 Devosia pacifica strain KCTC 32437 sequence1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP012945.1.region004.gbk_region_4	NZ_CP012945.1.region004	region	4	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP059902.1.region002.gbk_region_2	NZ_CP059902.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP059902.1 Devosia sp. MC521 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_AP027921.1.region003.gbk_region_3	NZ_AP027921.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_AP027921.1 Devosia sp. T2-14 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_UZWD01000040.1.region001.gbk_region_1	NZ_UZWD01000040.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_UZWD01000040.1 Devosia equisanguinis strain CIP 111628, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP094375.1.region001.gbk_region_1	NZ_CP094375.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP094375.1 Devosia sp. Micro-HW1 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CM147875.1.region005.gbk_region_5	NZ_CM147875.1.region005	region	5	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CM147875.1 Devosia sp. J20-27 chromosome, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_CP170082.1.region005.gbk_region_5	NZ_CP170082.1.region005	region	5	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_CP170082.1 Devosia sp. Naph2 chromosome, complete genome	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAMYXP010000001.1.region002.gbk_region_2	NZ_JAMYXP010000001.1.region002	region	2	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAMYXP010000001.1 Devosia subaequoris strain HST3-14 Scaffold1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JABAOL010000001.1.region003.gbk_region_3	NZ_JABAOL010000001.1.region003	region	3	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JABAOL010000001.1 Devosia sp. 919 Scaffold1_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBTLRJ010000003.1.region001.gbk_region_1	NZ_JBTLRJ010000003.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBTLRJ010000003.1 Devosia sp. CAU 1758 contig3, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JABAOM010000001.1.region001.gbk_region_1	NZ_JABAOM010000001.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JABAOM010000001.1 Devosia sp. 1635 Scaffold1_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JAEMEB010000004.1.region001.gbk_region_1	NZ_JAEMEB010000004.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JAEMEB010000004.1 Devosia sp. MC521 Scaffold4_1, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
NZ_JBYUNO010000002.1.region001.gbk_region_1	NZ_JBYUNO010000002.1.region001	region	1	183	FAM_00321	terpene	Unknown	terpene	terpene	NZ_JBYUNO010000002.1 Devosia sp. Z6_126 NODE_2_length_1040994_cov_129.185188, whole genome shotgun sequence	Unknown	terpene_c0.7_famFAM_00321	0.7
